,Image_ID,Split
6118,1.2.276.0.7230010.3.1.4.8323329.3503.1517875178.132192,train
6119,1.2.276.0.7230010.3.1.4.8323329.3599.1517875178.629153,train
6120,1.2.276.0.7230010.3.1.4.8323329.14514.1517875252.474177,train
6121,1.2.276.0.7230010.3.1.4.8323329.10344.1517875223.245532,train
6122,1.2.276.0.7230010.3.1.4.8323329.12719.1517875241.318173,train
6123,1.2.276.0.7230010.3.1.4.8323329.443.1517875162.958227,train
6124,1.2.276.0.7230010.3.1.4.8323329.13425.1517875245.261740,train
6125,1.2.276.0.7230010.3.1.4.8323329.2098.1517875171.165621,train
6126,1.2.276.0.7230010.3.1.4.8323329.32728.1517875162.11015,train
6127,1.2.276.0.7230010.3.1.4.8323329.14249.1517875250.429984,train
6128,1.2.276.0.7230010.3.1.4.8323329.3664.1517875178.912759,train
6129,1.2.276.0.7230010.3.1.4.8323329.10422.1517875223.642249,train
6130,1.2.276.0.7230010.3.1.4.8323329.2034.1517875170.825136,train
6131,1.2.276.0.7230010.3.1.4.8323329.3473.1517875177.994480,train
6132,1.2.276.0.7230010.3.1.4.8323329.5118.1517875186.491101,train
6133,1.2.276.0.7230010.3.1.4.8323329.12638.1517875240.939982,train
6134,1.2.276.0.7230010.3.1.4.8323329.31704.1517875156.395012,train
6135,1.2.276.0.7230010.3.1.4.8323329.10858.1517875225.990221,train
6136,1.2.276.0.7230010.3.1.4.8323329.32272.1517875159.320647,train
6137,1.2.276.0.7230010.3.1.4.8323329.12940.1517875242.632293,train
6138,1.2.276.0.7230010.3.1.4.8323329.14498.1517875252.402631,train
6139,1.2.276.0.7230010.3.1.4.8323329.3951.1517875180.298037,train
6140,1.2.276.0.7230010.3.1.4.8323329.5714.1517875189.722830,train
6141,1.2.276.0.7230010.3.1.4.8323329.11547.1517875233.545360,train
6142,1.2.276.0.7230010.3.1.4.8323329.13893.1517875248.522451,train
6143,1.2.276.0.7230010.3.1.4.8323329.11681.1517875234.282132,train
6144,1.2.276.0.7230010.3.1.4.8323329.1518.1517875168.200231,train
6145,1.2.276.0.7230010.3.1.4.8323329.10921.1517875227.926515,train
6146,1.2.276.0.7230010.3.1.4.8323329.3929.1517875180.174750,train
6147,1.2.276.0.7230010.3.1.4.8323329.2693.1517875174.84212,train
6148,1.2.276.0.7230010.3.1.4.8323329.13299.1517875244.553334,train
6149,1.2.276.0.7230010.3.1.4.8323329.1625.1517875168.637998,train
6150,1.2.276.0.7230010.3.1.4.8323329.5371.1517875187.805029,train
6151,1.2.276.0.7230010.3.1.4.8323329.1945.1517875170.367902,train
6152,1.2.276.0.7230010.3.1.4.8323329.510.1517875163.254033,train
6153,1.2.276.0.7230010.3.1.4.8323329.32752.1517875162.169303,train
6154,1.2.276.0.7230010.3.1.4.8323329.2988.1517875175.570430,train
6155,1.2.276.0.7230010.3.1.4.8323329.13862.1517875248.376394,train
6156,1.2.276.0.7230010.3.1.4.8323329.4600.1517875183.673399,train
6157,1.2.276.0.7230010.3.1.4.8323329.5224.1517875187.63036,train
6158,1.2.276.0.7230010.3.1.4.8323329.12582.1517875239.890405,train
6159,1.2.276.0.7230010.3.1.4.8323329.32119.1517875158.524313,train
6160,1.2.276.0.7230010.3.1.4.8323329.12085.1517875237.282636,train
6161,1.2.276.0.7230010.3.1.4.8323329.11916.1517875236.453209,train
6162,1.2.276.0.7230010.3.1.4.8323329.10617.1517875224.559540,train
6163,1.2.276.0.7230010.3.1.4.8323329.32646.1517875161.607351,train
6164,1.2.276.0.7230010.3.1.4.8323329.13262.1517875244.406985,train
6165,1.2.276.0.7230010.3.1.4.8323329.10600.1517875224.488885,train
6166,1.2.276.0.7230010.3.1.4.8323329.13713.1517875247.332884,train
6167,1.2.276.0.7230010.3.1.4.8323329.13407.1517875245.171909,train
6168,1.2.276.0.7230010.3.1.4.8323329.11829.1517875235.905593,train
6169,1.2.276.0.7230010.3.1.4.8323329.32696.1517875161.855596,train
6170,1.2.276.0.7230010.3.1.4.8323329.4553.1517875183.420292,train
6171,1.2.276.0.7230010.3.1.4.8323329.10728.1517875225.326830,train
6172,1.2.276.0.7230010.3.1.4.8323329.2673.1517875173.991507,train
6173,1.2.276.0.7230010.3.1.4.8323329.31920.1517875157.501099,train
6174,1.2.276.0.7230010.3.1.4.8323329.5072.1517875186.288726,train
6175,1.2.276.0.7230010.3.1.4.8323329.1554.1517875168.395268,train
6176,1.2.276.0.7230010.3.1.4.8323329.3585.1517875178.568060,train
6177,1.2.276.0.7230010.3.1.4.8323329.10893.1517875226.152299,train
6178,1.2.276.0.7230010.3.1.4.8323329.12362.1517875238.799884,train
6179,1.2.276.0.7230010.3.1.4.8323329.3487.1517875178.52248,train
6180,1.2.276.0.7230010.3.1.4.8323329.2214.1517875171.662903,train
6181,1.2.276.0.7230010.3.1.4.8323329.13322.1517875244.666217,train
6182,1.2.276.0.7230010.3.1.4.8323329.11635.1517875234.31437,train
6183,1.2.276.0.7230010.3.1.4.8323329.1336.1517875167.288379,train
6184,1.2.276.0.7230010.3.1.4.8323329.13488.1517875245.545341,train
6185,1.2.276.0.7230010.3.1.4.8323329.3170.1517875176.409280,train
6186,1.2.276.0.7230010.3.1.4.8323329.2676.1517875174.6362,train
6187,1.2.276.0.7230010.3.1.4.8323329.4026.1517875180.735518,train
6188,1.2.276.0.7230010.3.1.4.8323329.452.1517875162.2142,train
6189,1.2.276.0.7230010.3.1.4.8323329.5237.1517875187.123030,train
6190,1.2.276.0.7230010.3.1.4.8323329.32094.1517875158.395601,train
6191,1.2.276.0.7230010.3.1.4.8323329.11293.1517875232.191299,train
6192,1.2.276.0.7230010.3.1.4.8323329.2844.1517875175.48231,train
6193,1.2.276.0.7230010.3.1.4.8323329.12939.1517875242.615932,train
6194,1.2.276.0.7230010.3.1.4.8323329.5073.1517875186.287848,train
6195,1.2.276.0.7230010.3.1.4.8323329.32537.1517875161.71503,train
6196,1.2.276.0.7230010.3.1.4.8323329.31997.1517875157.937445,train
6197,1.2.276.0.7230010.3.1.4.8323329.32422.1517875160.498845,train
6198,1.2.276.0.7230010.3.1.4.8323329.12255.1517875238.247437,train
6199,1.2.276.0.7230010.3.1.4.8323329.4902.1517875185.343074,train
6200,1.2.276.0.7230010.3.1.4.8323329.3395.1517875177.652801,train
6201,1.2.276.0.7230010.3.1.4.8323329.13182.1517875244.37130,train
6202,1.2.276.0.7230010.3.1.4.8323329.1827.1517875169.765838,train
6203,1.2.276.0.7230010.3.1.4.8323329.4316.1517875182.249517,train
6204,1.2.276.0.7230010.3.1.4.8323329.10955.1517875228.566825,train
6205,1.2.276.0.7230010.3.1.4.8323329.11682.1517875234.285679,train
6206,1.2.276.0.7230010.3.1.4.8323329.3838.1517875179.729923,train
6207,1.2.276.0.7230010.3.1.4.8323329.11770.1517875234.708511,train
6208,1.2.276.0.7230010.3.1.4.8323329.31987.1517875157.858373,train
6209,1.2.276.0.7230010.3.1.4.8323329.32587.1517875161.369831,train
6210,1.2.276.0.7230010.3.1.4.8323329.31816.1517875157.10175,train
6211,1.2.276.0.7230010.3.1.4.8323329.4824.1517875184.995563,train
6212,1.2.276.0.7230010.3.1.4.8323329.14059.1517875249.407751,train
6213,1.2.276.0.7230010.3.1.4.8323329.4828.1517875185.16142,train
6214,1.2.276.0.7230010.3.1.4.8323329.5020.1517875185.984691,train
6215,1.2.276.0.7230010.3.1.4.8323329.32721.1517875161.968153,train
6216,1.2.276.0.7230010.3.1.4.8323329.4991.1517875185.874401,train
6217,1.2.276.0.7230010.3.1.4.8323329.11873.1517875236.136156,train
6218,1.2.276.0.7230010.3.1.4.8323329.5092.1517875186.370356,train
6219,1.2.276.0.7230010.3.1.4.8323329.11593.1517875233.789258,train
6220,1.2.276.0.7230010.3.1.4.8323329.32642.1517875161.597296,train
6221,1.2.276.0.7230010.3.1.4.8323329.11677.1517875234.262218,train
6222,1.2.276.0.7230010.3.1.4.8323329.32215.1517875159.49087,train
6223,1.2.276.0.7230010.3.1.4.8323329.3167.1517875176.403857,train
6224,1.2.276.0.7230010.3.1.4.8323329.1899.1517875170.165728,train
6225,1.2.276.0.7230010.3.1.4.8323329.13750.1517875247.722805,train
6226,1.2.276.0.7230010.3.1.4.8323329.5104.1517875186.423682,train
6227,1.2.276.0.7230010.3.1.4.8323329.5369.1517875187.802444,train
6228,1.2.276.0.7230010.3.1.4.8323329.4889.1517875185.283703,train
6229,1.2.276.0.7230010.3.1.4.8323329.3149.1517875176.331946,train
6230,1.2.276.0.7230010.3.1.4.8323329.12256.1517875238.251349,train
6231,1.2.276.0.7230010.3.1.4.8323329.13962.1517875248.863342,train
6232,1.2.276.0.7230010.3.1.4.8323329.3307.1517875177.186295,train
6233,1.2.276.0.7230010.3.1.4.8323329.4284.1517875182.117839,train
6234,1.2.276.0.7230010.3.1.4.8323329.11466.1517875233.83054,train
6235,1.2.276.0.7230010.3.1.4.8323329.10669.1517875224.969281,train
6236,1.2.276.0.7230010.3.1.4.8323329.4738.1517875184.430839,train
6237,1.2.276.0.7230010.3.1.4.8323329.12841.1517875242.116965,train
6238,1.2.276.0.7230010.3.1.4.8323329.13220.1517875244.191261,train
6239,1.2.276.0.7230010.3.1.4.8323329.3201.1517875176.562886,train
6240,1.2.276.0.7230010.3.1.4.8323329.10852.1517875225.962701,train
6241,1.2.276.0.7230010.3.1.4.8323329.4721.1517875184.301642,train
6242,1.2.276.0.7230010.3.1.4.8323329.12250.1517875238.207530,train
6243,1.2.276.0.7230010.3.1.4.8323329.11241.1517875231.913108,train
6244,1.2.276.0.7230010.3.1.4.8323329.12310.1517875238.494857,train
6245,1.2.276.0.7230010.3.1.4.8323329.13454.1517875245.395508,train
6246,1.2.276.0.7230010.3.1.4.8323329.3957.1517875180.336887,train
6247,1.2.276.0.7230010.3.1.4.8323329.3678.1517875178.953520,train
6248,1.2.276.0.7230010.3.1.4.8323329.4547.1517875183.394857,train
6249,1.2.276.0.7230010.3.1.4.8323329.1870.1517875169.994501,train
6250,1.2.276.0.7230010.3.1.4.8323329.31729.1517875156.505488,train
6251,1.2.276.0.7230010.3.1.4.8323329.3380.1517875177.577465,train
6252,1.2.276.0.7230010.3.1.4.8323329.4083.1517875181.28021,train
6253,1.2.276.0.7230010.3.1.4.8323329.11835.1517875235.939998,train
6254,1.2.276.0.7230010.3.1.4.8323329.1801.1517875169.626307,train
6255,1.2.276.0.7230010.3.1.4.8323329.10021.1517875221.7239,train
6256,1.2.276.0.7230010.3.1.4.8323329.4148.1517875181.361652,train
6257,1.2.276.0.7230010.3.1.4.8323329.31999.1517875157.944267,train
6258,1.2.276.0.7230010.3.1.4.8323329.3379.1517875177.565413,train
6259,1.2.276.0.7230010.3.1.4.8323329.13028.1517875243.196056,train
6260,1.2.276.0.7230010.3.1.4.8323329.12421.1517875239.46310,train
6261,1.2.276.0.7230010.3.1.4.8323329.2487.1517875173.12426,train
6262,1.2.276.0.7230010.3.1.4.8323329.14508.1517875252.443873,train
6263,1.2.276.0.7230010.3.1.4.8323329.14566.1517875252.734948,train
6264,1.2.276.0.7230010.3.1.4.8323329.2344.1517875172.289622,train
6265,1.2.276.0.7230010.3.1.4.8323329.388.1517875162.713279,train
6266,1.2.276.0.7230010.3.1.4.8323329.2965.1517875175.480701,train
6267,1.2.276.0.7230010.3.1.4.8323329.1130.1517875166.422767,train
6268,1.2.276.0.7230010.3.1.4.8323329.13762.1517875247.775663,train
6269,1.2.276.0.7230010.3.1.4.8323329.5358.1517875187.748481,train
6270,1.2.276.0.7230010.3.1.4.8323329.3481.1517875178.33399,train
6271,1.2.276.0.7230010.3.1.4.8323329.3098.1517875176.94807,train
6272,1.2.276.0.7230010.3.1.4.8323329.10185.1517875222.523417,train
6273,1.2.276.0.7230010.3.1.4.8323329.4609.1517875183.720039,train
6274,1.2.276.0.7230010.3.1.4.8323329.1011.1517875165.904974,train
6275,1.2.276.0.7230010.3.1.4.8323329.13761.1517875247.770390,train
6276,1.2.276.0.7230010.3.1.4.8323329.4135.1517875181.280663,train
6277,1.2.276.0.7230010.3.1.4.8323329.1142.1517875166.463093,train
6278,1.2.276.0.7230010.3.1.4.8323329.3476.1517875178.7133,train
6279,1.2.276.0.7230010.3.1.4.8323329.1970.1517875170.490451,train
6280,1.2.276.0.7230010.3.1.4.8323329.12792.1517875241.875159,train
6281,1.2.276.0.7230010.3.1.4.8323329.4341.1517875182.370331,train
6282,1.2.276.0.7230010.3.1.4.8323329.11629.1517875233.993495,train
6283,1.2.276.0.7230010.3.1.4.8323329.3254.1517875176.904725,train
6284,1.2.276.0.7230010.3.1.4.8323329.13522.1517875246.427909,train
6285,1.2.276.0.7230010.3.1.4.8323329.13965.1517875248.884265,train
6286,1.2.276.0.7230010.3.1.4.8323329.31699.1517875156.374478,train
6287,1.2.276.0.7230010.3.1.4.8323329.2978.1517875175.542645,train
6288,1.2.276.0.7230010.3.1.4.8323329.32279.1517875159.341380,train
6289,1.2.276.0.7230010.3.1.4.8323329.2152.1517875171.393102,train
6290,1.2.276.0.7230010.3.1.4.8323329.12683.1517875241.153437,train
6291,1.2.276.0.7230010.3.1.4.8323329.14366.1517875251.770073,train
6292,1.2.276.0.7230010.3.1.4.8323329.31887.1517875157.329291,train
6293,1.2.276.0.7230010.3.1.4.8323329.11472.1517875233.106001,train
6294,1.2.276.0.7230010.3.1.4.8323329.4011.1517875180.632915,train
6295,1.2.276.0.7230010.3.1.4.8323329.13329.1517875244.668755,train
6296,1.2.276.0.7230010.3.1.4.8323329.1080.1517875166.235178,train
6297,1.2.276.0.7230010.3.1.4.8323329.10556.1517875224.254884,train
6298,1.2.276.0.7230010.3.1.4.8323329.2401.1517875172.546991,train
6299,1.2.276.0.7230010.3.1.4.8323329.11315.1517875232.289312,train
6300,1.2.276.0.7230010.3.1.4.8323329.3125.1517875176.223801,train
6301,1.2.276.0.7230010.3.1.4.8323329.11904.1517875236.378676,train
6302,1.2.276.0.7230010.3.1.4.8323329.2383.1517875172.454865,train
6303,1.2.276.0.7230010.3.1.4.8323329.2728.1517875174.290224,train
6304,1.2.276.0.7230010.3.1.4.8323329.12906.1517875242.471193,train
6305,1.2.276.0.7230010.3.1.4.8323329.14509.1517875252.460484,train
6306,1.2.276.0.7230010.3.1.4.8323329.14137.1517875249.809070,train
6307,1.2.276.0.7230010.3.1.4.8323329.2617.1517875173.746955,train
6308,1.2.276.0.7230010.3.1.4.8323329.2149.1517875171.371260,train
6309,1.2.276.0.7230010.3.1.4.8323329.13345.1517875244.737754,train
6310,1.2.276.0.7230010.3.1.4.8323329.5160.1517875186.718087,train
6311,1.2.276.0.7230010.3.1.4.8323329.32285.1517875159.416899,train
6312,1.2.276.0.7230010.3.1.4.8323329.12799.1517875241.909479,train
6313,1.2.276.0.7230010.3.1.4.8323329.10803.1517875225.688630,train
6314,1.2.276.0.7230010.3.1.4.8323329.11578.1517875233.705534,train
6315,1.2.276.0.7230010.3.1.4.8323329.13616.1517875246.871565,train
6316,1.2.276.0.7230010.3.1.4.8323329.4058.1517875180.896378,train
6317,1.2.276.0.7230010.3.1.4.8323329.11502.1517875233.236320,train
6318,1.2.276.0.7230010.3.1.4.8323329.14032.1517875249.239494,train
6319,1.2.276.0.7230010.3.1.4.8323329.1542.1517875168.300833,train
6320,1.2.276.0.7230010.3.1.4.8323329.10371.1517875223.410271,train
6321,1.2.276.0.7230010.3.1.4.8323329.4181.1517875181.543650,train
6322,1.2.276.0.7230010.3.1.4.8323329.13086.1517875243.514324,train
6323,1.2.276.0.7230010.3.1.4.8323329.12970.1517875242.789424,train
6324,1.2.276.0.7230010.3.1.4.8323329.3925.1517875180.160846,train
6325,1.2.276.0.7230010.3.1.4.8323329.13826.1517875248.140288,train
6326,1.2.276.0.7230010.3.1.4.8323329.11461.1517875233.57514,train
6327,1.2.276.0.7230010.3.1.4.8323329.2386.1517875172.487819,train
6328,1.2.276.0.7230010.3.1.4.8323329.341.1517875162.473222,train
6329,1.2.276.0.7230010.3.1.4.8323329.13484.1517875245.530837,train
6330,1.2.276.0.7230010.3.1.4.8323329.12983.1517875242.873297,train
6331,1.2.276.0.7230010.3.1.4.8323329.12449.1517875239.176648,train
6332,1.2.276.0.7230010.3.1.4.8323329.11772.1517875234.733501,train
6333,1.2.276.0.7230010.3.1.4.8323329.32614.1517875161.487510,train
6334,1.2.276.0.7230010.3.1.4.8323329.10570.1517875224.334838,train
6335,1.2.276.0.7230010.3.1.4.8323329.11712.1517875234.423987,train
6336,1.2.276.0.7230010.3.1.4.8323329.2058.1517875170.950295,train
6337,1.2.276.0.7230010.3.1.4.8323329.2211.1517875171.651877,train
6338,1.2.276.0.7230010.3.1.4.8323329.3821.1517875179.654011,train
6339,1.2.276.0.7230010.3.1.4.8323329.11628.1517875233.985088,train
6340,1.2.276.0.7230010.3.1.4.8323329.11936.1517875236.529053,train
6341,1.2.276.0.7230010.3.1.4.8323329.10072.1517875221.849471,train
6342,1.2.276.0.7230010.3.1.4.8323329.2054.1517875170.924026,train
6343,1.2.276.0.7230010.3.1.4.8323329.2679.1517875174.27249,train
6344,1.2.276.0.7230010.3.1.4.8323329.32522.1517875160.981205,train
6345,1.2.276.0.7230010.3.1.4.8323329.14323.1517875251.285662,train
6346,1.2.276.0.7230010.3.1.4.8323329.3309.1517875177.186098,train
6347,1.2.276.0.7230010.3.1.4.8323329.32227.1517875159.114990,train
6348,1.2.276.0.7230010.3.1.4.8323329.13957.1517875248.843042,train
6349,1.2.276.0.7230010.3.1.4.8323329.12496.1517875239.397760,train
6350,1.2.276.0.7230010.3.1.4.8323329.10528.1517875224.130397,train
6351,1.2.276.0.7230010.3.1.4.8323329.1234.1517875166.893452,train
6352,1.2.276.0.7230010.3.1.4.8323329.32336.1517875160.117035,train
6353,1.2.276.0.7230010.3.1.4.8323329.13632.1517875246.960645,train
6354,1.2.276.0.7230010.3.1.4.8323329.4179.1517875181.532422,train
6355,1.2.276.0.7230010.3.1.4.8323329.14269.1517875250.501682,train
6356,1.2.276.0.7230010.3.1.4.8323329.1766.1517875169.318619,train
6357,1.2.276.0.7230010.3.1.4.8323329.14068.1517875249.469382,train
6358,1.2.276.0.7230010.3.1.4.8323329.12353.1517875238.743706,train
6359,1.2.276.0.7230010.3.1.4.8323329.10208.1517875222.627915,train
6360,1.2.276.0.7230010.3.1.4.8323329.11120.1517875231.257340,train
6361,1.2.276.0.7230010.3.1.4.8323329.3311.1517875177.197066,train
6362,1.2.276.0.7230010.3.1.4.8323329.11134.1517875231.335543,train
6363,1.2.276.0.7230010.3.1.4.8323329.13495.1517875245.570864,train
6364,1.2.276.0.7230010.3.1.4.8323329.14580.1517875252.807119,train
6365,1.2.276.0.7230010.3.1.4.8323329.12457.1517875239.199999,train
6366,1.2.276.0.7230010.3.1.4.8323329.11424.1517875232.878433,train
6367,1.2.276.0.7230010.3.1.4.8323329.13110.1517875243.677964,train
6368,1.2.276.0.7230010.3.1.4.8323329.13812.1517875248.79354,train
6369,1.2.276.0.7230010.3.1.4.8323329.10774.1517875225.583514,train
6370,1.2.276.0.7230010.3.1.4.8323329.11918.1517875236.464118,train
6371,1.2.276.0.7230010.3.1.4.8323329.4239.1517875181.860135,train
6372,1.2.276.0.7230010.3.1.4.8323329.10415.1517875223.604571,train
6373,1.2.276.0.7230010.3.1.4.8323329.402.1517875162.796449,train
6374,1.2.276.0.7230010.3.1.4.8323329.3407.1517875177.705660,train
6375,1.2.276.0.7230010.3.1.4.8323329.32644.1517875161.601009,train
6376,1.2.276.0.7230010.3.1.4.8323329.12968.1517875242.785063,train
6377,1.2.276.0.7230010.3.1.4.8323329.2207.1517875171.635788,train
6378,1.2.276.0.7230010.3.1.4.8323329.13545.1517875246.567604,train
6379,1.2.276.0.7230010.3.1.4.8323329.13983.1517875248.961198,train
6380,1.2.276.0.7230010.3.1.4.8323329.2392.1517875172.508462,train
6381,1.2.276.0.7230010.3.1.4.8323329.1531.1517875168.248619,train
6382,1.2.276.0.7230010.3.1.4.8323329.10374.1517875223.421330,train
6383,1.2.276.0.7230010.3.1.4.8323329.11875.1517875236.150859,train
6384,1.2.276.0.7230010.3.1.4.8323329.3518.1517875178.195349,train
6385,1.2.276.0.7230010.3.1.4.8323329.13320.1517875244.641725,train
6386,1.2.276.0.7230010.3.1.4.8323329.10230.1517875222.741435,train
6387,1.2.276.0.7230010.3.1.4.8323329.5691.1517875189.618909,train
6388,1.2.276.0.7230010.3.1.4.8323329.32539.1517875161.95502,train
6389,1.2.276.0.7230010.3.1.4.8323329.2578.1517875173.565360,train
6390,1.2.276.0.7230010.3.1.4.8323329.12767.1517875241.715944,train
6391,1.2.276.0.7230010.3.1.4.8323329.32228.1517875159.124624,train
6392,1.2.276.0.7230010.3.1.4.8323329.3672.1517875178.937277,train
6393,1.2.276.0.7230010.3.1.4.8323329.1935.1517875170.318296,train
6394,1.2.276.0.7230010.3.1.4.8323329.1587.1517875168.515865,train
6395,1.2.276.0.7230010.3.1.4.8323329.12487.1517875239.352967,train
6396,1.2.276.0.7230010.3.1.4.8323329.1649.1517875168.754818,train
6397,1.2.276.0.7230010.3.1.4.8323329.1458.1517875167.901278,train
6398,1.2.276.0.7230010.3.1.4.8323329.2680.1517875174.27256,train
6399,1.2.276.0.7230010.3.1.4.8323329.31707.1517875156.417409,train
6400,1.2.276.0.7230010.3.1.4.8323329.14181.1517875250.134695,train
6401,1.2.276.0.7230010.3.1.4.8323329.14148.1517875249.847911,train
6402,1.2.276.0.7230010.3.1.4.8323329.13387.1517875245.89797,train
6403,1.2.276.0.7230010.3.1.4.8323329.1348.1517875167.336440,train
6404,1.2.276.0.7230010.3.1.4.8323329.1145.1517875166.470151,train
6405,1.2.276.0.7230010.3.1.4.8323329.13703.1517875247.293579,train
6406,1.2.276.0.7230010.3.1.4.8323329.3512.1517875178.170726,train
6407,1.2.276.0.7230010.3.1.4.8323329.325.1517875162.384468,train
6408,1.2.276.0.7230010.3.1.4.8323329.11671.1517875234.246195,train
6409,1.2.276.0.7230010.3.1.4.8323329.5567.1517875188.844558,train
6410,1.2.276.0.7230010.3.1.4.8323329.12523.1517875239.521711,train
6411,1.2.276.0.7230010.3.1.4.8323329.12784.1517875241.807992,train
6412,1.2.276.0.7230010.3.1.4.8323329.11675.1517875234.262220,train
6413,1.2.276.0.7230010.3.1.4.8323329.11889.1517875236.229848,train
6414,1.2.276.0.7230010.3.1.4.8323329.3510.1517875178.162841,train
6415,1.2.276.0.7230010.3.1.4.8323329.11902.1517875236.368814,train
6416,1.2.276.0.7230010.3.1.4.8323329.3728.1517875179.172751,train
6417,1.2.276.0.7230010.3.1.4.8323329.31888.1517875157.336689,train
6418,1.2.276.0.7230010.3.1.4.8323329.14299.1517875250.643953,train
6419,1.2.276.0.7230010.3.1.4.8323329.12246.1517875238.183326,train
6420,1.2.276.0.7230010.3.1.4.8323329.10474.1517875223.866104,train
6421,1.2.276.0.7230010.3.1.4.8323329.12263.1517875238.298329,train
6422,1.2.276.0.7230010.3.1.4.8323329.3475.1517875178.11262,train
6423,1.2.276.0.7230010.3.1.4.8323329.1162.1517875166.537365,train
6424,1.2.276.0.7230010.3.1.4.8323329.3975.1517875180.431790,train
6425,1.2.276.0.7230010.3.1.4.8323329.12232.1517875238.104756,train
6426,1.2.276.0.7230010.3.1.4.8323329.3414.1517875177.733109,train
6427,1.2.276.0.7230010.3.1.4.8323329.3861.1517875179.842386,train
6428,1.2.276.0.7230010.3.1.4.8323329.4006.1517875180.618451,train
6429,1.2.276.0.7230010.3.1.4.8323329.10325.1517875223.158905,train
6430,1.2.276.0.7230010.3.1.4.8323329.5124.1517875186.526805,train
6431,1.2.276.0.7230010.3.1.4.8323329.11968.1517875236.678579,train
6432,1.2.276.0.7230010.3.1.4.8323329.32005.1517875157.975343,train
6433,1.2.276.0.7230010.3.1.4.8323329.10826.1517875225.797349,train
6434,1.2.276.0.7230010.3.1.4.8323329.3436.1517875177.840924,train
6435,1.2.276.0.7230010.3.1.4.8323329.13256.1517875244.388011,train
6436,1.2.276.0.7230010.3.1.4.8323329.11663.1517875234.211913,train
6437,1.2.276.0.7230010.3.1.4.8323329.10961.1517875228.651064,train
6438,1.2.276.0.7230010.3.1.4.8323329.2699.1517875174.110570,train
6439,1.2.276.0.7230010.3.1.4.8323329.13328.1517875244.672962,train
6440,1.2.276.0.7230010.3.1.4.8323329.1848.1517875169.910250,train
6441,1.2.276.0.7230010.3.1.4.8323329.3846.1517875179.755149,train
6442,1.2.276.0.7230010.3.1.4.8323329.3968.1517875180.410977,train
6443,1.2.276.0.7230010.3.1.4.8323329.13250.1517875244.350969,train
6444,1.2.276.0.7230010.3.1.4.8323329.3335.1517875177.319000,train
6445,1.2.276.0.7230010.3.1.4.8323329.11969.1517875236.686733,train
6446,1.2.276.0.7230010.3.1.4.8323329.11724.1517875234.486355,train
6447,1.2.276.0.7230010.3.1.4.8323329.14373.1517875251.805345,train
6448,1.2.276.0.7230010.3.1.4.8323329.11112.1517875231.218480,train
6449,1.2.276.0.7230010.3.1.4.8323329.32385.1517875160.334151,train
6450,1.2.276.0.7230010.3.1.4.8323329.10381.1517875223.453980,train
6451,1.2.276.0.7230010.3.1.4.8323329.13258.1517875244.383480,train
6452,1.2.276.0.7230010.3.1.4.8323329.2037.1517875170.827449,train
6453,1.2.276.0.7230010.3.1.4.8323329.12570.1517875239.797467,train
6454,1.2.276.0.7230010.3.1.4.8323329.442.1517875162.952364,train
6455,1.2.276.0.7230010.3.1.4.8323329.32156.1517875158.745288,train
6456,1.2.276.0.7230010.3.1.4.8323329.13197.1517875244.94694,train
6457,1.2.276.0.7230010.3.1.4.8323329.5059.1517875186.207526,train
6458,1.2.276.0.7230010.3.1.4.8323329.2146.1517875171.355538,train
6459,1.2.276.0.7230010.3.1.4.8323329.14213.1517875250.265210,train
6460,1.2.276.0.7230010.3.1.4.8323329.32186.1517875158.929340,train
6461,1.2.276.0.7230010.3.1.4.8323329.13942.1517875248.770371,train
6462,1.2.276.0.7230010.3.1.4.8323329.577.1517875163.520080,train
6463,1.2.276.0.7230010.3.1.4.8323329.32440.1517875160.602513,train
6464,1.2.276.0.7230010.3.1.4.8323329.3741.1517875179.233719,train
6465,1.2.276.0.7230010.3.1.4.8323329.11404.1517875232.810212,train
6466,1.2.276.0.7230010.3.1.4.8323329.2027.1517875170.775601,train
6467,1.2.276.0.7230010.3.1.4.8323329.5099.1517875186.402137,train
6468,1.2.276.0.7230010.3.1.4.8323329.31796.1517875156.897929,train
6469,1.2.276.0.7230010.3.1.4.8323329.32219.1517875159.70802,train
6470,1.2.276.0.7230010.3.1.4.8323329.10105.1517875222.102502,train
6471,1.2.276.0.7230010.3.1.4.8323329.13270.1517875244.435289,train
6472,1.2.276.0.7230010.3.1.4.8323329.451.1517875162.996515,train
6473,1.2.276.0.7230010.3.1.4.8323329.13595.1517875246.789870,train
6474,1.2.276.0.7230010.3.1.4.8323329.1927.1517875170.280974,train
6475,1.2.276.0.7230010.3.1.4.8323329.1207.1517875166.781091,train
6476,1.2.276.0.7230010.3.1.4.8323329.32169.1517875158.824480,train
6477,1.2.276.0.7230010.3.1.4.8323329.10786.1517875225.618275,train
6478,1.2.276.0.7230010.3.1.4.8323329.10973.1517875228.924093,train
6479,1.2.276.0.7230010.3.1.4.8323329.14188.1517875250.158087,train
6480,1.2.276.0.7230010.3.1.4.8323329.11550.1517875233.567414,train
6481,1.2.276.0.7230010.3.1.4.8323329.31982.1517875157.832985,train
6482,1.2.276.0.7230010.3.1.4.8323329.423.1517875162.870092,train
6483,1.2.276.0.7230010.3.1.4.8323329.10397.1517875223.521707,train
6484,1.2.276.0.7230010.3.1.4.8323329.14073.1517875249.496332,train
6485,1.2.276.0.7230010.3.1.4.8323329.3445.1517875177.869688,train
